;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family;des_filename
3821;57040035-01;01;WHITE;J-JEANS;Tops;Shirt;datathon/images/2023_57040035_01.jpg
3822;47057839-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47057839_01.jpg
3823;57040260-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040260_05.jpg
3824;57010278-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57010278_99.jpg
3825;57090762-37;37;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57090762_37.jpg
3826;57054396-07;07;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57054396_07.jpg
3827;57030449-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57030449_52.jpg
3828;57085788-56;56;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57085788_56.jpg
3829;57035965-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57035965_43.jpg
3830;57075974-70;70;RED;O-POLIPIEL;Outerwear;Jackets;datathon/images/2023_57075974_70.jpg
3831;57066309-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57066309_99.jpg
3832;57045995-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57045995_99.jpg
3833;57094038-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57094038_99.jpg
3834;57065980-78;78;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57065980_78.jpg
3835;57015809-02;02;WHITE;T-TRICOT;Tops;Cardigans;datathon/images/2023_57015809_02.jpg
3836;57027754-52;52;BLUE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57027754_52.jpg
3837;57049120-05;05;WHITE;T-TRICOT;Tops;Cardigans;datathon/images/2023_57049120_05.jpg
3838;53070581-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53070581_28.jpg
3839;41057801-20;20;ORANGE;P-PLANA;Bottoms;Trousers;datathon/images/2019_41057801_20.jpg
3840;51015719-69;69;BLUE;P-PLANA;Outerwear;Coats;datathon/images/2019_51015719_69.jpg
3841;53050867-70;70;RED;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53050867_70.jpg
3842;53030999-30;30;BROWN;L-PIEL;Bottoms;Skirts;datathon/images/2019_53030999_30.jpg
3843;51051037-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51051037_01.jpg
3844;53075749-92;92;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2019_53075749_92.jpg
3845;53045768-08;08;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_53045768_08.jpg
3846;53015772-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53015772_30.jpg
3847;53035770-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53035770_99.jpg
3848;57025909-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_57025909_32.jpg
3849;53103805-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53103805_OR.jpg
3850;57077880-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_57077880_02.jpg
3851;57022877-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57022877_99.jpg
3852;57064753-43;43;GREEN;P-PLANA;Bottoms;Trousers;datathon/images/2019_57064753_43.jpg
3853;57047650-91;91;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57047650_91.jpg
3854;57064754-49;49;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57064754_49.jpg
3855;67020051-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2020_67020051_PL.jpg
3856;57029215-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57029215_43.jpg
3857;57047699-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_57047699_99.jpg
3858;57098262-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57098262_99.jpg
3859;47007877-01;01;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_47007877_01.jpg
3860;57050105-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57050105_20.jpg
3861;47067136-08;08;WHITE;P-PLANA;Outerwear;Blazers;datathon/images/2023_47067136_08.jpg
3862;57050292-01;01;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57050292_01.jpg
3863;57002883-TM;TM;BLUE;J-JEANS;Bottoms;Shorts;datathon/images/2023_57002883_TM.jpg
3864;57003777-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57003777_02.jpg
3865;57082881-56;56;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57082881_56.jpg
3866;57052884-68;68;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57052884_68.jpg
3867;57084007-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57084007_99.jpg
3868;57094394-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57094394_99.jpg
3869;47039039-20;20;ORANGE;K-CIRCULAR;Tops;Shirt;datathon/images/2023_47039039_20.jpg
3870;57086306-91;91;GREY;K-CIRCULAR;Bottoms;Skirts;datathon/images/2023_57086306_91.jpg
3871;57035794-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57035794_99.jpg
3872;57005798-09;09;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57005798_09.jpg
3873;57045970-68;68;PURPLE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57045970_68.jpg
3874;57035798-92;92;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57035798_92.jpg
3875;57065984-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57065984_99.jpg
3876;57047127-OR;OR;WHITE;J-JEANS;Tops;Tops;datathon/images/2023_57047127_OR.jpg
3877;57079117-TO;TO;BLUE;J-JEANS;Outerwear;Jackets;datathon/images/2023_57079117_TO.jpg
3878;43065758-07;07;WHITE;P-PLANA;Outerwear;Blazers;datathon/images/2019_43065758_07.jpg
3879;41025822-05;05;WHITE;P-PLANA;Bottoms;Shorts;datathon/images/2019_41025822_05.jpg
3880;53090593-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53090593_05.jpg
3881;53057015-99;99;GREY;O-POLIPIEL;Outerwear;Jackets;datathon/images/2019_53057015_99.jpg
3882;53000887-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53000887_01.jpg
3883;51053041-81;81;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51053041_81.jpg
3884;51083712-15;15;YELLOW;P-PLANA;Bottoms;Trousers;datathon/images/2019_51083712_15.jpg
3885;51005750-07;07;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_51005750_07.jpg
3886;53063785-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53063785_99.jpg
3887;53033792-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_53033792_02.jpg
3888;53033794-09;09;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53033794_09.jpg
3889;57087686-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_57087686_02.jpg
3890;57085927-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57085927_99.jpg
3891;47062533-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47062533_02.jpg
3892;47015920-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_47015920_20.jpg
3893;57040084-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57040084_43.jpg
3894;57010718-52;52;BLUE;P-PLANA;Tops;Shirt;datathon/images/2023_57010718_52.jpg
3895;57050213-11;11;YELLOW;P-PLANA;Tops;Shirt;datathon/images/2023_57050213_11.jpg
3896;47069203-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_47069203_02.jpg
3897;57050259-43;43;GREEN;T-TRICOT;Tops;Sweater;datathon/images/2023_57050259_43.jpg
3898;57040317-02;02;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040317_02.jpg
3899;57020379-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57020379_OR.jpg
3900;57073804-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2023_57073804_99.jpg
3901;57065963-30;30;BROWN;P-PLANA;Outerwear;Blazers;datathon/images/2023_57065963_30.jpg
3902;57075793-99;99;GREY;T-TRICOT;Bottoms;Trousers;datathon/images/2023_57075793_99.jpg
3903;57023815-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2023_57023815_70.jpg
3904;57005982-40;40;GREEN;P-PLANA;Bottoms;Trousers;datathon/images/2023_57005982_40.jpg
3905;57093817-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57093817_01.jpg
3906;57054434-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57054434_43.jpg
3907;57007740-08;08;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57007740_08.jpg
3908;57097715-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57097715_43.jpg
3909;57005815-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57005815_05.jpg
3910;57098275-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57098275_99.jpg
3911;57094784-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2023_57094784_70.jpg
3912;57049123-02;02;WHITE;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57049123_02.jpg
3913;57089121-05;05;WHITE;P-PLANA;Outerwear;Jackets;datathon/images/2023_57089121_05.jpg
3914;43003751-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43003751_OR.jpg
3915;53083023-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53083023_70.jpg
3916;53030593-08;08;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53030593_08.jpg
3917;53060649-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53060649_02.jpg
3918;53080662-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53080662_99.jpg
3919;53073024-30;30;BROWN;P-PLANA;Bottoms;Skirts;datathon/images/2019_53073024_30.jpg
3920;51053704-99;99;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2019_51053704_99.jpg
3921;53053028-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53053028_02.jpg
3922;53093034-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53093034_OR.jpg
3923;53020943-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53020943_99.jpg
3924;53065018-30;30;BROWN;O-POLIPIEL;Outerwear;Jackets;datathon/images/2019_53065018_30.jpg
3925;53043765-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53043765_02.jpg
3926;53025025-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53025025_05.jpg
3927;53095033-01;01;WHITE;P-PLANA;Tops;Tops;datathon/images/2019_53095033_01.jpg
3928;57085911-92;92;GREY;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2019_57085911_92.jpg
3929;57005929-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57005929_PL.jpg
3930;57005716-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2019_57005716_99.jpg
3931;57034380-99;99;GREY;L-PIEL;Outerwear;Coats;datathon/images/2019_57034380_99.jpg
3932;57015943-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_57015943_TM.jpg
3933;53967021-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_53967021_99.jpg
3934;57017112-70;70;RED;P-PLANA;Tops;Shirt;datathon/images/2019_57017112_70.jpg
3935;67070539-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2020_67070539_05.jpg
3936;57004004-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57004004_99.jpg
3937;47042877-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47042877_99.jpg
3938;47043770-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47043770_30.jpg
3939;47074758-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_47074758_99.jpg
3940;47005943-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_47005943_01.jpg
3941;57000280-40;40;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57000280_40.jpg
3942;57040321-12;12;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57040321_12.jpg
3943;57040381-52;52;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57040381_52.jpg
3944;57003802-81;81;PINK;J-JEANS;Bottoms;Jeans;datathon/images/2023_57003802_81.jpg
3945;57022891-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57022891_99.jpg
3946;57074407-37;37;BROWN;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2023_57074407_37.jpg
3947;57050479-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57050479_15.jpg
3948;57083815-02;02;WHITE;T-TRICOT;Bottoms;Skirts;datathon/images/2023_57083815_02.jpg
3949;57083816-05;05;WHITE;T-TRICOT;Bottoms;Skirts;datathon/images/2023_57083816_05.jpg
3950;57085147-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57085147_CU.jpg
3951;57087733-05;05;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57087733_05.jpg
3952;57017728-91;91;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57017728_91.jpg
3953;57047740-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57047740_07.jpg
3954;57037746-35;35;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57037746_35.jpg
3955;57069083-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57069083_99.jpg
3956;57023824-01;01;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57023824_01.jpg
3957;57005834-85;85;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57005834_85.jpg
3958;43070802-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43070802_OR.jpg
3959;43095817-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_43095817_99.jpg
3960;53090547-01;01;WHITE;J-JEANS;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53090547_01.jpg
3961;53080567-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53080567_CU.jpg
3962;53040628-50;50;BLUE;P-PLANA;Tops;Tops;datathon/images/2019_53040628_50.jpg
3963;53073716-56;56;BLUE;P-PLANA;Tops;Shirt;datathon/images/2019_53073716_56.jpg
3964;53060873-56;56;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53060873_56.jpg
3965;53050722-28;28;ORANGE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53050722_28.jpg
3966;53000891-50;50;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53000891_50.jpg
3967;53063037-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53063037_OR.jpg
3968;53063752-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53063752_99.jpg
3969;53013769-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53013769_99.jpg
3970;53031038-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53031038_99.jpg
3971;53023748-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53023748_32.jpg
3972;57054377-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57054377_99.jpg
3973;57055921-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_57055921_02.jpg
3974;57087106-99;99;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2019_57087106_99.jpg
3975;67022505-85;85;PINK;T-TRICOT;Tops;Sweater;datathon/images/2020_67022505_85.jpg
3976;47037720-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47037720_CU.jpg
3977;47065933-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47065933_02.jpg
3978;47055852-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_47055852_99.jpg
3979;57020041-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57020041_99.jpg
3980;57062506-01;01;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2023_57062506_01.jpg
3981;57050177-52;52;BLUE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050177_52.jpg
3982;57010279-88;88;PINK;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57010279_88.jpg
3983;57010316-02;02;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57010316_02.jpg
3984;57012880-05;05;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57012880_05.jpg
3985;57085785-35;35;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57085785_35.jpg
3986;57050437-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57050437_OR.jpg
3987;57085137-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57085137_TM.jpg
3988;57074008-56;56;BLUE;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57074008_56.jpg
3989;57003813-TO;TO;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57003813_TO.jpg
3990;57023813-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2023_57023813_70.jpg
3991;57091174-05;05;WHITE;J-JEANS;Bottoms;Skirts;datathon/images/2023_57091174_05.jpg
3992;57046309-56;56;BLUE;T-TRICOT;Tops;Tops;datathon/images/2023_57046309_56.jpg
3993;57025982-08;08;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57025982_08.jpg
3994;57055983-70;70;RED;P-PLANA;Tops;Shirt;datathon/images/2023_57055983_70.jpg
3995;57036310-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57036310_99.jpg
3996;57074433-05;05;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57074433_05.jpg
3997;57025979-99;99;GREY;K-CIRCULAR;Tops;Shirt;datathon/images/2023_57025979_99.jpg
3998;57007743-65;65;PURPLE;T-TRICOT;Tops;Sweater;datathon/images/2023_57007743_65.jpg
3999;57036018-56;56;BLUE;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57036018_56.jpg
4000;57035808-30;30;BROWN;T-TRICOT;Tops;Cardigans;datathon/images/2023_57035808_30.jpg
4001;57047740-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57047740_99.jpg
4002;43065789-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_43065789_30.jpg
4003;51070647-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_51070647_70.jpg
4004;53060729-56;56;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53060729_56.jpg
4005;53060745-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_53060745_02.jpg
4006;51073736-99;99;GREY;P-PLANA;Outerwear;Coats;datathon/images/2019_51073736_99.jpg
4007;53085748-PL;PL;GREY;P-PLANA;Outerwear;Puffer coats;datathon/images/2019_53085748_PL.jpg
4008;53025741-35;35;BROWN;T-TRICOT;Tops;Sweater;datathon/images/2019_53025741_35.jpg
4009;53015753-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53015753_05.jpg
4010;53005773-08;08;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53005773_08.jpg
4011;57055916-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57055916_OR.jpg
4012;57034753-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_57034753_70.jpg
4013;57065922-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57065922_99.jpg
4014;57014380-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57014380_32.jpg
4015;57045920-09;09;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57045920_09.jpg
4016;57017887-49;49;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_57017887_49.jpg
4017;57088254-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57088254_99.jpg
4018;47073254-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_47073254_99.jpg
4019;47025146-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_47025146_PL.jpg
4020;57050245-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050245_20.jpg
4021;57010289-01;01;WHITE;J-JEANS;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57010289_01.jpg
4022;57050414-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57050414_OR.jpg
4023;57052882-46;46;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57052882_46.jpg
4024;57084008-56;56;BLUE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57084008_56.jpg
4025;57044406-05;05;WHITE;O-POLIPIEL;Bottoms;Shorts;datathon/images/2023_57044406_05.jpg
4026;57005804-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2023_57005804_70.jpg
4027;57055797-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57055797_99.jpg
4028;57085984-37;37;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57085984_37.jpg
4029;57096014-92;92;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2023_57096014_92.jpg
4030;57099087-08;08;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57099087_08.jpg
4031;57088277-02;02;WHITE;P-PLANA;Outerwear;Coats;datathon/images/2023_57088277_02.jpg
4032;57059110-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57059110_99.jpg
4033;57005156-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57005156_08.jpg
4034;43015024-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_43015024_99.jpg
4035;53030688-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53030688_43.jpg
4036;53030667-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53030667_99.jpg
4037;53070824-99;99;GREY;K-CIRCULAR;Bottoms;Skirts;datathon/images/2019_53070824_99.jpg
4038;51093738-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51093738_99.jpg
4039;53063764-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53063764_32.jpg
4040;53055736-30;30;BROWN;P-PLANA;Bottoms;Skirts;datathon/images/2019_53055736_30.jpg
4041;53075735-32;32;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53075735_32.jpg
4042;51031081-85;85;PINK;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51031081_85.jpg
4043;57003650-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57003650_01.jpg
4044;53113784-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53113784_09.jpg
4045;57084382-52;52;BLUE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57084382_52.jpg
4046;57075936-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_57075936_99.jpg
4047;57025785-TO;TO;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_57025785_TO.jpg
4048;57006309-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_57006309_01.jpg
4049;47076304-01;01;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_47076304_01.jpg
4050;57020264-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2023_57020264_70.jpg
4051;57050282-05;05;WHITE;P-PLANA;Tops;Tops;datathon/images/2023_57050282_05.jpg
4052;57055138-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2023_57055138_99.jpg
4053;57066713-92;92;GREY;K-CIRCULAR;Outerwear;Blazers;datathon/images/2023_57066713_92.jpg
4054;57093810-08;08;WHITE;T-TRICOT;Bottoms;Skirts;datathon/images/2023_57093810_08.jpg
4055;57023799-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57023799_99.jpg
4056;57034782-85;85;PINK;P-PLANA;Tops;Shirt;datathon/images/2023_57034782_85.jpg
4057;57087730-91;91;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57087730_91.jpg
